signal_id,location_id,date,product_group,units_sold
pharmacy_000175,loc_001,2026-08-28,ORS,114
pharmacy_000176,loc_001,2026-08-28,fever_medicine,164
pharmacy_000177,loc_001,2026-08-28,cough_medicine,5
pharmacy_000178,loc_001,2026-08-29,ORS,114
pharmacy_000179,loc_001,2026-08-29,fever_medicine,177
pharmacy_000180,loc_001,2026-08-29,cough_medicine,10
pharmacy_000181,loc_002,2026-07-01,ORS,17
pharmacy_000182,loc_002,2026-07-01,fever_medicine,31
pharmacy_000183,loc_002,2026-07-01,cough_medicine,6
pharmacy_000184,loc_002,2026-07-02,ORS,19
pharmacy_000185,loc_002,2026-07-02,fever_medicine,30
pharmacy_000186,loc_002,2026-07-02,cough_medicine,10
pharmacy_000187,loc_002,2026-07-03,ORS,21
pharmacy_000188,loc_002,2026-07-03,fever_medicine,27
pharmacy_000189,loc_002,2026-07-03,cough_medicine,10
pharmacy_000190,loc_002,2026-07-04,ORS,18
pharmacy_000191,loc_002,2026-07-04,fever_medicine,29
pharmacy_000192,loc_002,2026-07-04,cough_medicine,8
pharmacy_000193,loc_002,2026-07-05,ORS,17
pharmacy_000194,loc_002,2026-07-05,fever_medicine,28
pharmacy_000195,loc_002,2026-07-05,cough_medicine,11
pharmacy_000196,loc_002,2026-07-06,ORS,18
pharmacy_000197,loc_002,2026-07-06,fever_medicine,28
pharmacy_000198,loc_002,2026-07-06,cough_medicine,10
pharmacy_000199,loc_002,2026-07-07,ORS,18
pharmacy_000200,loc_002,2026-07-07,fever_medicine,26
pharmacy_000201,loc_002,2026-07-07,cough_medicine,10
pharmacy_000202,loc_002,2026-07-08,ORS,19
pharmacy_000203,loc_002,2026-07-08,fever_medicine,28
pharmacy_000204,loc_002,2026-07-08,cough_medicine,6
pharmacy_000205,loc_002,2026-07-09,ORS,23
pharmacy_000206,loc_002,2026-07-09,fever_medicine,32
pharmacy_000207,loc_002,2026-07-09,cough_medicine,10
pharmacy_000208,loc_002,2026-07-10,ORS,23
pharmacy_000209,loc_002,2026-07-10,fever_medicine,32
pharmacy_000210,loc_002,2026-07-10,cough_medicine,7
pharmacy_000211,loc_002,2026-07-11,ORS,21
pharmacy_000212,loc_002,2026-07-11,fever_medicine,27
pharmacy_000213,loc_002,2026-07-11,cough_medicine,7
pharmacy_000214,loc_002,2026-07-12,ORS,18
pharmacy_000215,loc_002,2026-07-12,fever_medicine,30
pharmacy_000216,loc_002,2026-07-12,cough_medicine,5
pharmacy_000217,loc_002,2026-07-13,ORS,20
pharmacy_000218,loc_002,2026-07-13,fever_medicine,30
pharmacy_000219,loc_002,2026-07-13,cough_medicine,9
pharmacy_000220,loc_002,2026-07-14,ORS,22
pharmacy_000221,loc_002,2026-07-14,fever_medicine,26
pharmacy_000222,loc_002,2026-07-14,cough_medicine,9
pharmacy_000223,loc_002,2026-07-15,ORS,17
pharmacy_000224,loc_002,2026-07-15,fever_medicine,31
pharmacy_000225,loc_002,2026-07-15,cough_medicine,11
pharmacy_000226,loc_002,2026-07-16,ORS,23
pharmacy_000227,loc_002,2026-07-16,fever_medicine,29
pharmacy_000228,loc_002,2026-07-16,cough_medicine,10
pharmacy_000229,loc_002,2026-07-17,ORS,19
pharmacy_000230,loc_002,2026-07-17,fever_medicine,27
pharmacy_000231,loc_002,2026-07-17,cough_medicine,8
pharmacy_000232,loc_002,2026-07-18,ORS,20
pharmacy_000233,loc_002,2026-07-18,fever_medicine,26
pharmacy_000234,loc_002,2026-07-18,cough_medicine,5
pharmacy_000235,loc_002,2026-07-19,ORS,19
pharmacy_000236,loc_002,2026-07-19,fever_medicine,26
pharmacy_000237,loc_002,2026-07-19,cough_medicine,11
pharmacy_000238,loc_002,2026-07-20,ORS,20
pharmacy_000239,loc_002,2026-07-20,fever_medicine,29
pharmacy_000240,loc_002,2026-07-20,cough_medicine,10
pharmacy_000241,loc_002,2026-07-21,ORS,20
pharmacy_000242,loc_002,2026-07-21,fever_medicine,30
pharmacy_000243,loc_002,2026-07-21,cough_medicine,5
pharmacy_000244,loc_002,2026-07-22,ORS,22
pharmacy_000245,loc_002,2026-07-22,fever_medicine,26
pharmacy_000246,loc_002,2026-07-22,cough_medicine,7
pharmacy_000247,loc_002,2026-07-23,ORS,20
pharmacy_000248,loc_002,2026-07-23,fever_medicine,30
pharmacy_000249,loc_002,2026-07-23,cough_medicine,10
pharmacy_000250,loc_002,2026-07-24,ORS,17
pharmacy_000251,loc_002,2026-07-24,fever_medicine,26
pharmacy_000252,loc_002,2026-07-24,cough_medicine,11
pharmacy_000253,loc_002,2026-07-25,ORS,18
pharmacy_000254,loc_002,2026-07-25,fever_medicine,31
pharmacy_000255,loc_002,2026-07-25,cough_medicine,6
pharmacy_000256,loc_002,2026-07-26,ORS,23
pharmacy_000257,loc_002,2026-07-26,fever_medicine,27
pharmacy_000258,loc_002,2026-07-26,cough_medicine,7
pharmacy_000259,loc_002,2026-07-27,ORS,17
pharmacy_000260,loc_002,2026-07-27,fever_medicine,31
pharmacy_000261,loc_002,2026-07-27,cough_medicine,7
pharmacy_000262,loc_002,2026-07-28,ORS,17
pharmacy_000263,loc_002,2026-07-28,fever_medicine,29
pharmacy_000264,loc_002,2026-07-28,cough_medicine,8
pharmacy_000265,loc_002,2026-07-29,ORS,21
pharmacy_000266,loc_002,2026-07-29,fever_medicine,27
pharmacy_000267,loc_002,2026-07-29,cough_medicine,9
pharmacy_000268,loc_002,2026-07-30,ORS,21
pharmacy_000269,loc_002,2026-07-30,fever_medicine,27
pharmacy_000270,loc_002,2026-07-30,cough_medicine,5
pharmacy_000271,loc_002,2026-07-31,ORS,22
pharmacy_000272,loc_002,2026-07-31,fever_medicine,29
pharmacy_000273,loc_002,2026-07-31,cough_medicine,7
pharmacy_000274,loc_002,2026-08-01,ORS,17
pharmacy_000275,loc_002,2026-08-01,fever_medicine,27
pharmacy_000276,loc_002,2026-08-01,cough_medicine,11
pharmacy_000277,loc_002,2026-08-02,ORS,17
pharmacy_000278,loc_002,2026-08-02,fever_medicine,30
pharmacy_000279,loc_002,2026-08-02,cough_medicine,5
pharmacy_000280,loc_002,2026-08-03,ORS,23
pharmacy_000281,loc_002,2026-08-03,fever_medicine,28
pharmacy_000282,loc_002,2026-08-03,cough_medicine,5
pharmacy_000283,loc_002,2026-08-04,ORS,19
pharmacy_000284,loc_002,2026-08-04,fever_medicine,32
pharmacy_000285,loc_002,2026-08-04,cough_medicine,10
pharmacy_000286,loc_002,2026-08-05,ORS,23
pharmacy_000287,loc_002,2026-08-05,fever_medicine,27
pharmacy_000288,loc_002,2026-08-05,cough_medicine,5
pharmacy_000289,loc_002,2026-08-06,ORS,17
pharmacy_000290,loc_002,2026-08-06,fever_medicine,28
pharmacy_000291,loc_002,2026-08-06,cough_medicine,7
pharmacy_000292,loc_002,2026-08-07,ORS,17
pharmacy_000293,loc_002,2026-08-07,fever_medicine,27
pharmacy_000294,loc_002,2026-08-07,cough_medicine,10
pharmacy_000295,loc_002,2026-08-08,ORS,18
pharmacy_000296,loc_002,2026-08-08,fever_medicine,30
pharmacy_000297,loc_002,2026-08-08,cough_medicine,5
pharmacy_000298,loc_002,2026-08-09,ORS,17
pharmacy_000299,loc_002,2026-08-09,fever_medicine,31
pharmacy_000300,loc_002,2026-08-09,cough_medicine,7
pharmacy_000301,loc_002,2026-08-10,ORS,20
pharmacy_000302,loc_002,2026-08-10,fever_medicine,29
pharmacy_000303,loc_002,2026-08-10,cough_medicine,9
pharmacy_000304,loc_002,2026-08-11,ORS,18
pharmacy_000305,loc_002,2026-08-11,fever_medicine,31
pharmacy_000306,loc_002,2026-08-11,cough_medicine,6
pharmacy_000307,loc_002,2026-08-12,ORS,17
pharmacy_000308,loc_002,2026-08-12,fever_medicine,29
pharmacy_000309,loc_002,2026-08-12,cough_medicine,11
pharmacy_000310,loc_002,2026-08-13,ORS,20
pharmacy_000311,loc_002,2026-08-13,fever_medicine,32
pharmacy_000312,loc_002,2026-08-13,cough_medicine,9
pharmacy_000313,loc_002,2026-08-14,ORS,17
pharmacy_000314,loc_002,2026-08-14,fever_medicine,28
pharmacy_000315,loc_002,2026-08-14,cough_medicine,6
pharmacy_000316,loc_002,2026-08-15,ORS,17
pharmacy_000317,loc_002,2026-08-15,fever_medicine,26
pharmacy_000318,loc_002,2026-08-15,cough_medicine,6
pharmacy_000319,loc_002,2026-08-16,ORS,32
pharmacy_000320,loc_002,2026-08-16,fever_medicine,43
pharmacy_000321,loc_002,2026-08-16,cough_medicine,9
pharmacy_000322,loc_002,2026-08-17,ORS,36
pharmacy_000323,loc_002,2026-08-17,fever_medicine,45
pharmacy_000324,loc_002,2026-08-17,cough_medicine,5
pharmacy_000325,loc_002,2026-08-18,ORS,44
pharmacy_000326,loc_002,2026-08-18,fever_medicine,55
pharmacy_000327,loc_002,2026-08-18,cough_medicine,10
pharmacy_000328,loc_002,2026-08-19,ORS,52
pharmacy_000329,loc_002,2026-08-19,fever_medicine,74
pharmacy_000330,loc_002,2026-08-19,cough_medicine,6
pharmacy_000331,loc_002,2026-08-20,ORS,60
pharmacy_000332,loc_002,2026-08-20,fever_medicine,82
pharmacy_000333,loc_002,2026-08-20,cough_medicine,9
pharmacy_000334,loc_002,2026-08-21,ORS,67
pharmacy_000335,loc_002,2026-08-21,fever_medicine,84
pharmacy_000336,loc_002,2026-08-21,cough_medicine,9
pharmacy_000337,loc_002,2026-08-22,ORS,68
pharmacy_000338,loc_002,2026-08-22,fever_medicine,105
pharmacy_000339,loc_002,2026-08-22,cough_medicine,11
pharmacy_000340,loc_002,2026-08-23,ORS,78
pharmacy_000341,loc_002,2026-08-23,fever_medicine,109
pharmacy_000342,loc_002,2026-08-23,cough_medicine,6
pharmacy_000343,loc_002,2026-08-24,ORS,78
pharmacy_000344,loc_002,2026-08-24,fever_medicine,115
pharmacy_000345,loc_002,2026-08-24,cough_medicine,7
pharmacy_000346,loc_002,2026-08-25,ORS,93
pharmacy_000347,loc_002,2026-08-25,fever_medicine,125
pharmacy_000348,loc_002,2026-08-25,cough_medicine,10
pharmacy_000349,loc_002,2026-08-26,ORS,94
pharmacy_000350,loc_002,2026-08-26,fever_medicine,136
pharmacy_000351,loc_002,2026-08-26,cough_medicine,5
pharmacy_000352,loc_002,2026-08-27,ORS,105
pharmacy_000353,loc_002,2026-08-27,fever_medicine,156
pharmacy_000354,loc_002,2026-08-27,cough_medicine,8
pharmacy_000355,loc_002,2026-08-28,ORS,113
pharmacy_000356,loc_002,2026-08-28,fever_medicine,159
pharmacy_000357,loc_002,2026-08-28,cough_medicine,6
pharmacy_000358,loc_002,2026-08-29,ORS,122
pharmacy_000359,loc_002,2026-08-29,fever_medicine,177
pharmacy_000360,loc_002,2026-08-29,cough_medicine,9
pharmacy_000361,loc_003,2026-07-01,ORS,22
pharmacy_000362,loc_003,2026-07-01,fever_medicine,29
pharmacy_000363,loc_003,2026-07-01,cough_medicine,6
pharmacy_000364,loc_003,2026-07-02,ORS,21
pharmacy_000365,loc_003,2026-07-02,fever_medicine,32
pharmacy_000366,loc_003,2026-07-02,cough_medicine,5
pharmacy_000367,loc_003,2026-07-03,ORS,19
pharmacy_000368,loc_003,2026-07-03,fever_medicine,32
pharmacy_000369,loc_003,2026-07-03,cough_medicine,7
pharmacy_000370,loc_003,2026-07-04,ORS,23
pharmacy_000371,loc_003,2026-07-04,fever_medicine,28
pharmacy_000372,loc_003,2026-07-04,cough_medicine,9
pharmacy_000373,loc_003,2026-07-05,ORS,23
pharmacy_000374,loc_003,2026-07-05,fever_medicine,32
pharmacy_000375,loc_003,2026-07-05,cough_medicine,9
pharmacy_000376,loc_003,2026-07-06,ORS,17
pharmacy_000377,loc_003,2026-07-06,fever_medicine,31
pharmacy_000378,loc_003,2026-07-06,cough_medicine,6
pharmacy_000379,loc_003,2026-07-07,ORS,21
pharmacy_000380,loc_003,2026-07-07,fever_medicine,32
pharmacy_000381,loc_003,2026-07-07,cough_medicine,7
pharmacy_000382,loc_003,2026-07-08,ORS,23
pharmacy_000383,loc_003,2026-07-08,fever_medicine,29
pharmacy_000384,loc_003,2026-07-08,cough_medicine,11
pharmacy_000385,loc_003,2026-07-09,ORS,19
pharmacy_000386,loc_003,2026-07-09,fever_medicine,26
pharmacy_000387,loc_003,2026-07-09,cough_medicine,10
pharmacy_000388,loc_003,2026-07-10,ORS,18
pharmacy_000389,loc_003,2026-07-10,fever_medicine,26
pharmacy_000390,loc_003,2026-07-10,cough_medicine,10
pharmacy_000391,loc_003,2026-07-11,ORS,20
pharmacy_000392,loc_003,2026-07-11,fever_medicine,26
pharmacy_000393,loc_003,2026-07-11,cough_medicine,6
pharmacy_000394,loc_003,2026-07-12,ORS,21
pharmacy_000395,loc_003,2026-07-12,fever_medicine,31
pharmacy_000396,loc_003,2026-07-12,cough_medicine,11
pharmacy_000397,loc_003,2026-07-13,ORS,19
pharmacy_000398,loc_003,2026-07-13,fever_medicine,32
pharmacy_000399,loc_003,2026-07-13,cough_medicine,10
pharmacy_000400,loc_003,2026-07-14,ORS,18
pharmacy_000401,loc_003,2026-07-14,fever_medicine,26
pharmacy_000402,loc_003,2026-07-14,cough_medicine,8
pharmacy_000403,loc_003,2026-07-15,ORS,18
pharmacy_000404,loc_003,2026-07-15,fever_medicine,28
pharmacy_000405,loc_003,2026-07-15,cough_medicine,11
pharmacy_000406,loc_003,2026-07-16,ORS,23
pharmacy_000407,loc_003,2026-07-16,fever_medicine,31
pharmacy_000408,loc_003,2026-07-16,cough_medicine,11
pharmacy_000409,loc_003,2026-07-17,ORS,19
pharmacy_000410,loc_003,2026-07-17,fever_medicine,31
pharmacy_000411,loc_003,2026-07-17,cough_medicine,5
pharmacy_000412,loc_003,2026-07-18,ORS,18
pharmacy_000413,loc_003,2026-07-18,fever_medicine,32
pharmacy_000414,loc_003,2026-07-18,cough_medicine,10
pharmacy_000415,loc_003,2026-07-19,ORS,22
pharmacy_000416,loc_003,2026-07-19,fever_medicine,32
pharmacy_000417,loc_003,2026-07-19,cough_medicine,9
pharmacy_000418,loc_003,2026-07-20,ORS,21
pharmacy_000419,loc_003,2026-07-20,fever_medicine,30
pharmacy_000420,loc_003,2026-07-20,cough_medicine,7
pharmacy_000421,loc_003,2026-07-21,ORS,20
pharmacy_000422,loc_003,2026-07-21,fever_medicine,29
pharmacy_000423,loc_003,2026-07-21,cough_medicine,5
pharmacy_000424,loc_003,2026-07-22,ORS,18
pharmacy_000425,loc_003,2026-07-22,fever_medicine,31
pharmacy_000426,loc_003,2026-07-22,cough_medicine,5
pharmacy_000427,loc_003,2026-07-23,ORS,22
pharmacy_000428,loc_003,2026-07-23,fever_medicine,28
pharmacy_000429,loc_003,2026-07-23,cough_medicine,11
pharmacy_000430,loc_003,2026-07-24,ORS,19
pharmacy_000431,loc_003,2026-07-24,fever_medicine,26
pharmacy_000432,loc_003,2026-07-24,cough_medicine,7
pharmacy_000433,loc_003,2026-07-25,ORS,20
pharmacy_000434,loc_003,2026-07-25,fever_medicine,28
pharmacy_000435,loc_003,2026-07-25,cough_medicine,10
pharmacy_000436,loc_003,2026-07-26,ORS,21
pharmacy_000437,loc_003,2026-07-26,fever_medicine,27
pharmacy_000438,loc_003,2026-07-26,cough_medicine,6
pharmacy_000439,loc_003,2026-07-27,ORS,20
pharmacy_000440,loc_003,2026-07-27,fever_medicine,30
pharmacy_000441,loc_003,2026-07-27,cough_medicine,11
pharmacy_000442,loc_003,2026-07-28,ORS,20
pharmacy_000443,loc_003,2026-07-28,fever_medicine,27
pharmacy_000444,loc_003,2026-07-28,cough_medicine,7
pharmacy_000445,loc_003,2026-07-29,ORS,20
pharmacy_000446,loc_003,2026-07-29,fever_medicine,30
pharmacy_000447,loc_003,2026-07-29,cough_medicine,9
pharmacy_000448,loc_003,2026-07-30,ORS,19
pharmacy_000449,loc_003,2026-07-30,fever_medicine,31
pharmacy_000450,loc_003,2026-07-30,cough_medicine,7
pharmacy_000451,loc_003,2026-07-31,ORS,21
pharmacy_000452,loc_003,2026-07-31,fever_medicine,26
pharmacy_000453,loc_003,2026-07-31,cough_medicine,11
pharmacy_000454,loc_003,2026-08-01,ORS,20
pharmacy_000455,loc_003,2026-08-01,fever_medicine,32
pharmacy_000456,loc_003,2026-08-01,cough_medicine,10
pharmacy_000457,loc_003,2026-08-02,ORS,18
pharmacy_000458,loc_003,2026-08-02,fever_medicine,27
pharmacy_000459,loc_003,2026-08-02,cough_medicine,5
pharmacy_000460,loc_003,2026-08-03,ORS,22
pharmacy_000461,loc_003,2026-08-03,fever_medicine,29
pharmacy_000462,loc_003,2026-08-03,cough_medicine,9
pharmacy_000463,loc_003,2026-08-04,ORS,23
pharmacy_000464,loc_003,2026-08-04,fever_medicine,31
pharmacy_000465,loc_003,2026-08-04,cough_medicine,7
pharmacy_000466,loc_003,2026-08-05,ORS,17
pharmacy_000467,loc_003,2026-08-05,fever_medicine,32
pharmacy_000468,loc_003,2026-08-05,cough_medicine,11
pharmacy_000469,loc_003,2026-08-06,ORS,23
pharmacy_000470,loc_003,2026-08-06,fever_medicine,32
pharmacy_000471,loc_003,2026-08-06,cough_medicine,10
pharmacy_000472,loc_003,2026-08-07,ORS,21
pharmacy_000473,loc_003,2026-08-07,fever_medicine,28
pharmacy_000474,loc_003,2026-08-07,cough_medicine,9
pharmacy_000475,loc_003,2026-08-08,ORS,21
pharmacy_000476,loc_003,2026-08-08,fever_medicine,32
pharmacy_000477,loc_003,2026-08-08,cough_medicine,10
pharmacy_000478,loc_003,2026-08-09,ORS,20
pharmacy_000479,loc_003,2026-08-09,fever_medicine,28
pharmacy_000480,loc_003,2026-08-09,cough_medicine,7
pharmacy_000481,loc_003,2026-08-10,ORS,17
